generated_question_id,scene_id,file_path,template_id,layer_id,question_text,ground_truth_answer
33,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is gen. dent. dtr #9 2c09 directly connected to the hk 2c11? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
34,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is gen. dent. dtr #8 2c06 directly connected to the hk 2c11? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
35,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is m. staff toilet 2c07 directly connected to the hk 2c11? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
36,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is dipc decon 2c10 directly connected to the hk 2c11? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
37,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is dipc clean 2c12 directly connected to the hk 2c11? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
38,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc5 directly connected to the hk 2c11? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
39,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is hk 2c11 directly connected to the gen. dent. dtr #9 2c09? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
40,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc4 directly connected to the gen. dent. dtr #9 2c09? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
41,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc3 directly connected to the gen. dent. dtr #9 2c09? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
42,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc1 directly connected to the gen. dent. dtr #9 2c09? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
43,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc2 directly connected to the gen. dent. dtr #9 2c09? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
44,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is gen. dent. dtr #8 2c06 directly connected to the gen. dent. dtr #9 2c09? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
45,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is m. staff toilet 2c07 directly connected to the gen. dent. dtr #9 2c09? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
46,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is deep decon 2c10 directly connected to the gen. dent. dtr #9 2c09? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
47,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is sec. office 2a03 directly connected to the dental surgeon office 2a04? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
48,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is super office 2a02 directly connected to the dental surgeon office 2a04? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
49,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2ac4 directly connected to the dental surgeon office 2a04? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
50,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is dental surgeon office 2a04 directly connected to the sec. office 2a03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
51,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is super office 2a02 directly connected to the sec. office 2a03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
52,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2ac4 directly connected to the sec. office 2a03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
53,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2ac5 directly connected to the sec. office 2a03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
54,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is admin 2a14 directly connected to the sec. office 2a03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
55,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is library/conf. room 2a01 directly connected to the sec. office 2a03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
56,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is oh dtr #1 2a05 directly connected to the sec. office 2a03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
57,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc3 directly connected to the dipc decon 2c10? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
58,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc1 directly connected to the dipc decon 2c10? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
59,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc4 directly connected to the dipc decon 2c10? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
60,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is hk 2c11 directly connected to the dipc decon 2c10? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
61,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is gen. dent. dtr #9 2c09 directly connected to the dipc decon 2c10? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
62,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is gen. dent. dtr #8 2c06 directly connected to the dipc decon 2c10? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
63,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is m. staff toilet 2c07 directly connected to the dipc decon 2c10? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
64,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc1 directly connected to the w. staff toilet 2c08? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
65,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is lounge 2cc22 directly connected to the w. staff toilet 2c08? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
66,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc3 directly connected to the w. staff toilet 2c08? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
67,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is m. staff toilet 2c07 directly connected to the w. staff toilet 2c08? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
68,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is gen. dent. dtr #9 2c09 directly connected to the w. staff toilet 2c08? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
69,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is gen. dent. dtr #8 2c06 directly connected to the w. staff toilet 2c08? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
70,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is dipc decon 2c10 directly connected to the w. staff toilet 2c08? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
71,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc4 directly connected to the w. staff toilet 2c08? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
72,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is hk 2c11 directly connected to the w. staff toilet 2c08? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
73,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc2 directly connected to the m. staff toilet 2c07? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
74,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc3 directly connected to the m. staff toilet 2c07? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
75,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc1 directly connected to the m. staff toilet 2c07? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
76,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is gen. dent. dtr #8 2c06 directly connected to the m. staff toilet 2c07? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
77,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is gen. dent. dtr #9 2c09 directly connected to the m. staff toilet 2c07? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
78,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is hk 2c11 directly connected to the m. staff toilet 2c07? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
79,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is dipc decon 2c10 directly connected to the m. staff toilet 2c07? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
80,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc4 directly connected to the m. staff toilet 2c07? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
81,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc2 directly connected to the consult. 2c03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
82,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is touchdown base 2c01 directly connected to the consult. 2c03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
83,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is jan.cl. 2c05 directly connected to the consult. 2c03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
84,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is gen. dent. dtr #7 2c04 directly connected to the consult. 2c03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
85,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is gen. dent. dtr #6 2c02 directly connected to the consult. 2c03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
86,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 1d45 directly connected to the consult. 2c03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
87,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc3 directly connected to the consult. 2c03? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
88,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc2 directly connected to the touchdown base 2c01? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
89,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 1d45 directly connected to the touchdown base 2c01? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
90,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2ac2 directly connected to the touchdown base 2c01? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
91,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is dental waiting directly connected to the touchdown base 2c01? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
92,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is gen. dent. dtr #6 2c02 directly connected to the touchdown base 2c01? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
93,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is gen. dent. dtr #7 2c04 directly connected to the touchdown base 2c01? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
94,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is consult. 2c03 directly connected to the touchdown base 2c01? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
95,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is jan.cl. 2c05 directly connected to the touchdown base 2c01? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
96,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc3 directly connected to the touchdown base 2c01? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
97,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 1d57 directly connected to the dental waiting 1d49? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
98,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2ac2 directly connected to the dental waiting 1d49? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
99,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is gen. dent. dtr #5 2a09 directly connected to the dental waiting 1d49? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
100,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is gen. dent. dtr #4 2a08 directly connected to the dental waiting 1d49? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
101,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is oh dtr 3 2a07 directly connected to the dental waiting 1d49? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
102,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is oh dtr 2 2a06 directly connected to the dental waiting 1d49? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
103,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2ac4 directly connected to the dental waiting 1d49? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
104,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is x-ray alcove 2a12-a directly connected to the dental waiting 1d49? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
105,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is touchdown base 1d54 directly connected to the dental waiting 1d49? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
106,22,22 Cutout 9 - Compositional view.jpg,14,1_2_1,"Look at the attached image.
Is corridor 2cc2 directly connected to the dental waiting 1d49? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",yes
107,3,3 double flat.jpg,14,1_2_1,"Look at the attached image.
Is guest wc directly connected to the child bedroom? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
108,3,3 double flat.jpg,14,1_2_1,"Look at the attached image.
Is kitchen directly connected to the child bedroom? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
109,3,3 double flat.jpg,14,1_2_1,"Look at the attached image.
Is entrance area directly connected to the child bedroom? For this task, ""direct connectivity"" means that the two elements are reachable from one another either directly or through at most one intermediate node.

Answer ""yes"" or ""no"".",no
